gameid,gamedate,home_teamid,away_teamid,home_win,away_win,home_points,away_points,home_opponentscore,away_opponentscore,home_assists,away_assists,home_blocks,away_blocks,home_steals,away_steals,home_fieldgoalsattempted,away_fieldgoalsattempted,home_fieldgoalspercentage,away_fieldgoalspercentage,home_threepointersattempted,away_threepointersattempted,home_threepointerspercentage,away_threepointerspercentage,home_freethrowsattempted,away_freethrowsattempted,home_freethrowspercentage,away_freethrowspercentage,home_reboundstotal,away_reboundstotal,home_foulspersonal,away_foulspersonal,home_turnovers,away_turnovers,home_game_number,away_game_number,home_win_avg_prev5,away_win_avg_prev5,home_points_avg_prev5,away_points_avg_prev5,home_opponent_points_avg_prev5,away_opponent_points_avg_prev5,home_assists_avg_prev5,away_assists_avg_prev5,home_blocks_avg_prev5,away_blocks_avg_prev5,home_steals_avg_prev5,away_steals_avg_prev5,home_fieldgoalsattempted_avg_prev5,away_fieldgoalsattempted_avg_prev5,home_fieldgoalspercentage_avg_prev5,away_fieldgoalspercentage_avg_prev5,home_threepointersattempted_avg_prev5,away_threepointersattempted_avg_prev5,home_threepointerspercentage_avg_prev5,away_threepointerspercentage_avg_prev5,home_freethrowsattempted_avg_prev5,away_freethrowsattempted_avg_prev5,home_freethrowspercentage_avg_prev5,away_freethrowspercentage_avg_prev5,home_reboundstotal_avg_prev5,away_reboundstotal_avg_prev5,home_foulspersonal_avg_prev5,away_foulspersonal_avg_prev5,home_turnovers_avg_prev5,away_turnovers_avg_prev5
22300274,2023-12-01,1610612753,1610612764,true,false,130,125,125,130,35,25,8,5,6,8,89,89,0.517,0.506,31,28,0.387,0.464,33,31,0.788,0.71,44,40,23,29,15,14,98,101,1,0.2,126.4,119,111.8,121,29.6,28.8,5.4,4.2,8.2,8.6,87.4,91.4,0.5392000000000001,0.48460000000000003,28.4,30.6,0.425,0.387,25.8,22.8,0.783,0.8186,43.4,41.2,23.2,20.6,15.4,13.4
22300277,2023-12-01,1610612742,1610612763,false,true,94,108,108,94,27,27,5,12,9,8,92,90,0.37,0.489,39,34,0.308,0.324,21,11,0.667,0.818,42,52,13,23,12,15,103,109,0.6,0.6,123.6,107,123,110.8,26.8,24,3.8,6.4,5.4,6.2,90,90.2,0.4814,0.4176,38.6,38.2,0.3812,0.3304,28.8,24,0.7682,0.7710000000000001,40.8,42.8,20.6,20,10.6,13
22300286,2023-12-02,1610612749,1610612737,true,false,132,121,121,132,33,23,6,4,5,11,89,101,0.596,0.446,33,38,0.424,0.395,15,21,0.8,0.762,44,40,19,14,16,11,108,108,1,0.6,121.8,121.4,116.4,120.8,23.6,23.4,6.4,3.6,7.6,10,90.8,94.8,0.4728,0.4586,40.4,40,0.3234,0.38539999999999996,28.8,23.6,0.7872,0.8068,46.4,42.8,19.8,18.4,12,12.2
22300289,2023-12-02,1610612762,1610612757,true,false,118,113,113,118,27,17,11,5,5,11,94,95,0.489,0.4,34,40,0.206,0.325,24,27,0.792,0.889,56,40,21,20,18,11,100,101,0.6,0.4,119.8,105,116.4,109.6,26.8,22.6,6.2,4.2,7.8,8.8,94,85.6,0.44860000000000005,0.44819999999999993,43.2,30.2,0.355,0.4144,24.6,20.4,0.8459999999999999,0.8211999999999999,49,38.2,20.8,19.8,14.8,17.8
22300282,2023-12-02,1610612751,1610612753,true,false,129,101,101,129,31,24,8,5,4,3,91,88,0.505,0.398,34,29,0.412,0.31,31,27,0.742,0.815,57,37,21,27,11,11,104,98,0.6,0.8,114.4,109.2,111.8,108.8,25.4,23,6.2,6.6,6.6,11,87.2,83,0.4814,0.4526,38.2,31.4,0.397,0.3306,19,30.4,0.7732000000000001,0.7682,47.4,42.8,15.8,21.4,12.6,16.4
22300283,2023-12-02,1610612765,1610612739,false,true,101,110,110,101,24,25,3,1,9,11,83,89,0.47,0.494,30,30,0.267,0.333,23,18,0.652,0.667,49,43,20,18,16,11,97,101,0,0.6,108.6,117.8,121.2,116.8,28.4,25.8,6,4.4,6.8,7.8,91.2,85.8,0.453,0.496,30.4,29.8,0.3184,0.3588,20.8,28.6,0.7956,0.7846,44.2,45.6,24.6,20.6,16.6,15.2
22300281,2023-12-02,1610612766,1610612750,false,true,117,123,123,117,29,26,4,3,6,5,91,84,0.484,0.512,25,31,0.48,0.355,19,30,0.895,0.867,36,41,22,16,8,11,99,108,0.4,0.8,110,115,119,112.2,24.8,25.6,3.6,5.6,6.2,7.2,89.8,83.2,0.4508,0.4988,33.8,30.6,0.3902,0.358,19,25.8,0.8366,0.8168,46,40.8,18,19.8,13.8,14
22300280,2023-12-02,1610612746,1610612744,true,false,113,112,112,113,31,31,6,4,5,5,90,86,0.489,0.442,39,43,0.333,0.395,14,24,0.857,0.792,40,42,21,15,11,15,104,114,0.4,0.2,104.8,113.4,104.4,115.8,23.6,25.4,6.6,3.4,7.6,7.8,86.6,90,0.434,0.4452,30.8,38,0.3216,0.34500000000000003,27,27.2,0.7129999999999999,0.744,46.6,46.4,21,23.4,13.4,13.8
22300291,2023-12-02,1610612747,1610612745,true,false,107,97,97,107,24,24,7,7,11,5,89,89,0.449,0.404,27,31,0.296,0.355,27,18,0.704,0.778,48,54,17,23,12,17,113,97,0.6,0,116.2,111.8,107.8,117.4,28.4,29.4,4.8,4.4,7.2,4.8,83.4,87.6,0.518,0.4848,30.2,35.8,0.3946,0.33680000000000004,23.6,19.4,0.742,0.7638,48.4,40.8,15,24.8,17.6,12.8
22300285,2023-12-02,1610612741,1610612740,true,false,124,118,118,124,32,20,8,1,6,10,88,82,0.545,0.5,40,25,0.425,0.32,15,35,0.733,0.8,41,39,21,17,13,12,105,103,0.4,0.2,102.6,106,105.4,110.2,22.4,23.8,4.8,3.4,8.4,7.6,84.4,87.4,0.44020000000000004,0.44960000000000006,36.2,27,0.32439999999999997,0.3294,20.2,25.2,0.817,0.7444,43.6,45.8,20.4,22,16,14.2
22300288,2023-12-02,1610612756,1610612763,true,false,116,109,109,116,24,14,5,8,10,9,83,86,0.434,0.453,26,31,0.346,0.29,43,24,0.814,0.917,44,40,21,31,17,17,110,110,0.6,0.6,117.2,106.2,113.4,109.6,24.2,24,7.2,7.4,5.2,6.6,80.8,90.4,0.49260000000000004,0.4142,26.4,38.6,0.3992,0.314,30.4,23.6,0.901,0.7962,41.4,43.4,19.4,21,13.6,12.6
22300284,2023-12-02,1610612748,1610612754,false,true,129,144,144,129,27,35,1,8,3,4,89,85,0.539,0.659,25,32,0.48,0.5,24,20,0.875,0.8,28,32,22,24,12,10,121,95,0.8,0.4,123.4,130.2,119.8,142.4,29.6,30.8,2.8,7.2,7,7.8,85.8,95.2,0.5307999999999999,0.5218,30,40.2,0.4164,0.32819999999999994,24,24.8,0.8402000000000001,0.7056,39.2,33.4,20.4,23.6,13.6,10.8
22300287,2023-12-02,1610612742,1610612760,false,true,120,126,126,120,26,24,12,5,5,8,87,100,0.448,0.44,52,44,0.365,0.455,35,22,0.657,0.818,47,50,21,24,16,13,104,98,0.4,0.8,117.6,121.2,121,105.6,26,26,3.6,5,6.6,8.6,90.2,88,0.4608,0.506,38,29.6,0.3762,0.458,26.6,21,0.7516,0.8872,39.8,40.2,19.4,19.6,10.8,12.4
22300290,2023-12-02,1610612758,1610612743,true,false,123,117,117,123,33,35,5,7,7,9,99,99,0.485,0.495,34,25,0.471,0.24,15,20,0.733,0.65,47,46,14,14,11,11,100,117,0.8,0.6,119.8,108.8,118,109.4,27.8,28.4,5.4,4.8,6.6,7.4,88,90.8,0.477,0.4638,42.2,29.4,0.3416,0.37700000000000006,30.2,20.6,0.7270000000000001,0.6714,46.4,43,21.6,19.8,14.6,12.2
22301202,2023-12-04,1610612754,1610612738,true,false,122,112,112,122,28,27,4,9,8,5,94,97,0.457,0.474,40,41,0.475,0.293,21,12,0.81,0.667,41,56,15,19,6,18,100,121,0.4,0.6,123.8,108.2,122.2,109.2,26.8,21.6,6.6,6.8,8.6,6.8,93.6,86,0.48519999999999996,0.446,37.8,41.2,0.36,0.33120000000000005,23,23.6,0.8308,0.7701999999999999,38.6,42.6,25.2,16,14.6,13.6
22301204,2023-12-04,1610612758,1610612740,false,true,117,127,127,117,29,29,2,7,8,12,85,87,0.447,0.54,41,31,0.341,0.452,33,23,0.818,0.826,38,42,18,22,14,14,101,104,0.8,0.2,120.2,109.4,117.8,110.6,28,23.2,5.2,3.4,5.8,8.4,90,85.2,0.48180000000000006,0.47219999999999995,41.6,26.4,0.3764,0.3362,25.6,27.8,0.7262000000000002,0.7134,45.8,45.6,19.6,20.8,12.6,13.2
22301201,2023-12-05,1610612749,1610612752,true,false,146,122,122,146,32,27,6,4,12,8,91,87,0.604,0.494,38,23,0.605,0.304,19,33,0.684,0.879,37,36,23,17,12,17,109,102,1,0.8,124.2,115.4,117,108.8,26.4,25.6,6.2,3.6,7,7,90.6,91.6,0.5008,0.4654,39.6,36.6,0.3488,0.40099999999999997,25.4,20,0.7783999999999999,0.7906000000000001,48,46,20,18.4,13.2,12.6
22301203,2023-12-05,1610612747,1610612756,true,false,106,103,103,106,24,25,2,5,11,8,102,75,0.373,0.493,30,25,0.3,0.48,25,21,0.84,0.81,45,44,19,21,10,22,114,111,0.6,0.8,110.8,120.4,105.8,115.8,27.2,29,4.2,7.8,8.6,6.6,85,89.8,0.4917999999999999,0.4784,28.6,34.6,0.32799999999999996,0.398,24.2,24.8,0.7327999999999999,0.8400000000000001,47.2,43,15.8,20.4,16.2,12.6
22301208,2023-12-06,1610612764,1610612755,false,true,126,131,131,126,39,29,6,2,8,7,92,92,0.565,0.511,35,27,0.4,0.296,8,34,1,0.853,32,43,22,14,11,11,94,110,0,0.4,114,116,130.4,116.6,27.6,25.4,4.2,7.4,5,8.6,89.2,87.8,0.4936,0.45859999999999995,34.6,35.4,0.32439999999999997,0.37720000000000004,16.4,26.8,0.8864000000000001,0.8388,36.2,42.6,19.8,23.4,13,14
22301207,2023-12-06,1610612761,1610612748,false,true,103,112,112,103,29,33,8,4,3,5,86,89,0.43,0.461,37,38,0.378,0.368,17,19,0.882,0.842,46,44,18,18,14,7,105,123,0.6,0.4,117.2,107.8,110.6,102,32.4,25.6,4.6,2.2,7.2,8.8,93,84.6,0.4888,0.45599999999999996,33.4,35.4,0.3288,0.3968,21.6,19.6,0.7136,0.8413999999999999,45,40.6,17.8,18.6,11.4,13.2
22301205,2023-12-06,1610612739,1610612753,true,false,121,111,111,121,29,22,2,6,5,10,86,84,0.535,0.488,34,23,0.412,0.087,20,37,0.75,0.73,45,36,27,21,17,11,103,99,0.4,0.6,107.8,106.4,112,112,27.2,22.4,5.8,5.8,8,8.2,89.4,83.6,0.47400000000000003,0.4404,31.4,31.4,0.3382,0.3236,14.4,28.6,0.8597999999999999,0.7812,42,41.6,17.2,21.8,16.6,15.2
22301215,2023-12-06,1610612746,1610612743,true,false,111,102,102,111,21,29,9,5,7,7,87,98,0.46,0.418,27,31,0.444,0.387,25,9,0.76,0.889,51,46,14,20,11,11,105,118,0.6,0.4,107.2,110.8,105.8,113.4,24.6,29.4,7.2,4.6,6.8,7.8,87.6,93.2,0.4448,0.4708,31.8,28.8,0.3176,0.3464,25.2,20.4,0.7539999999999999,0.6489999999999999,46.4,43.6,20.6,19.2,12.4,11.6
22301214,2023-12-06,1610612744,1610612757,true,false,110,106,106,110,20,22,3,3,4,8,86,95,0.419,0.411,34,46,0.294,0.348,33,16,0.848,0.75,50,40,19,30,17,10,121,102,0.6,0.4,118.2,107.8,120,110.2,30.2,21.4,3,4,4.8,10,87,87,0.4648,0.44420000000000004,42.2,31.2,0.4114,0.4166,25.6,21.8,0.7962,0.859,45.8,37.6,19.4,20.8,14.6,16.6
22301213,2023-12-06,1610612742,1610612762,true,false,147,97,97,147,37,22,5,3,11,6,101,87,0.554,0.402,49,33,0.449,0.364,19,18,0.684,0.833,47,43,14,20,8,19,105,103,0.4,0.2,118.4,102.4,120.8,115.8,26.2,25.2,4.8,6,6.8,7.4,90.8,86,0.45519999999999994,0.4304,40.2,37,0.36619999999999997,0.3586,27.4,19.4,0.7604000000000001,0.8002,41.6,42.8,19.4,17,10.8,19.6
22301211,2023-12-06,1610612741,1610612766,true,false,111,100,100,111,23,25,6,9,6,9,90,90,0.422,0.433,25,37,0.48,0.27,29,12,0.793,1,57,42,16,24,16,17,106,98,0.6,0.4,108.6,113.6,109.8,123.8,25.6,26,5.6,4.8,8.2,7,85.4,93.4,0.4696000000000001,0.4748,37.6,32,0.3548,0.3984,18.8,17.4,0.7908000000000001,0.6980000000000001,41.2,44.2,19.6,20,14.8,13.2
22301209,2023-12-06,1610612737,1610612751,false,true,113,114,114,113,25,24,4,6,5,7,94,94,0.447,0.457,35,27,0.343,0.407,18,24,0.944,0.708,49,45,23,19,13,12,103,100,0.2,0.4,127.6,117,132.2,120.4,25.4,28.4,5.6,4,8.6,5.6,92.4,92.2,0.4946,0.4628,38,37.8,0.39859999999999995,0.41340000000000005,26.2,20,0.8308,0.7661999999999999,42.8,46.2,20,19.8,15.8,14.4
22301212,2023-12-06,1610612745,1610612760,true,false,110,101,101,110,28,22,5,10,6,14,83,87,0.482,0.425,33,29,0.455,0.276,22,24,0.682,0.792,53,30,16,21,21,9,98,99,1,0.8,111,124.2,95.2,109.8,22.6,26.2,5.6,4.4,7,8.4,88.4,91.6,0.461,0.49639999999999995,34.4,33,0.35259999999999997,0.475,22.2,20.4,0.7856000000000001,0.8827999999999999,48.4,43.6,20.8,20.2,10.4,13.2
22301206,2023-12-06,1610612765,1610612763,false,true,102,116,116,102,30,26,6,8,9,10,91,91,0.451,0.516,35,26,0.314,0.423,9,14,1,0.786,42,46,17,9,17,14,98,111,0,0.4,107.6,107,120.4,112.6,27.6,21.8,5.6,7.8,8,7,90.6,90,0.4539999999999999,0.42079999999999995,30.8,36.6,0.3146,0.3086,21,23.6,0.7624000000000001,0.8296000000000001,44.4,43.2,23.4,22.6,16.4,12.8
22301210,2023-12-06,1610612750,1610612759,true,false,102,94,94,102,20,23,10,4,4,7,87,101,0.414,0.376,40,36,0.3,0.222,21,15,0.857,0.667,55,49,16,17,14,12,103,99,0.8,0,109.4,106,103.2,124,26,29,8,5.4,7.8,6.8,83.6,91.8,0.45920000000000005,0.44720000000000004,32.2,37.4,0.3736,0.3216,26,15.4,0.7859999999999999,0.757,45.8,41.8,19.6,19.2,15.4,18.6
22301230,2023-12-07,1610612747,1610612740,true,false,133,89,89,133,31,22,4,5,6,7,86,95,0.547,0.358,35,31,0.486,0.226,29,20,0.759,0.7,59,42,16,21,15,12,115,105,0.8,0.4,110,114.6,101.4,113.2,27,26.6,3.4,3.6,8.4,9.6,88.8,87.6,0.4652,0.4896,28.8,27.6,0.3122,0.3626,25.4,25.6,0.743,0.7316,47.6,44.2,16.2,20,13.6,12.4
22301229,2023-12-07,1610612749,1610612754,false,true,119,128,128,119,19,30,9,8,3,9,96,102,0.448,0.49,33,33,0.364,0.212,28,25,0.75,0.84,46,51,17,21,12,10,110,96,1,0.6,129.8,138.2,119.6,137.2,28.2,32.6,6.4,7.6,8.8,7.4,91,92,0.5272,0.5626,37.8,39.2,0.40599999999999997,0.40120000000000006,23.8,26.4,0.7744,0.749,44.8,33.6,20,24.4,12.2,11
22301219,2023-12-08,1610612751,1610612764,true,false,124,97,97,124,27,19,8,7,8,4,104,91,0.481,0.418,33,33,0.303,0.182,18,21,0.778,0.714,55,41,18,19,11,16,105,102,0.8,0.2,120.4,122.6,107.8,124.8,26.8,27.4,6.2,4.2,7,8,89.2,92.4,0.48860000000000003,0.48339999999999994,39.4,31,0.4008,0.38739999999999997,22,26.6,0.7716,0.8106,49.8,41.6,17.2,22,11.8,11.8
22301227,2023-12-08,1610612738,1610612752,true,false,133,123,123,133,24,28,5,3,8,4,91,88,0.527,0.5,47,37,0.404,0.405,21,27,0.857,0.741,34,44,19,20,8,14,121,103,1,0.6,119,116.6,106.6,115.2,27.8,25.2,5.6,4,6.2,6.8,85,90.2,0.5,0.4683999999999999,42.8,34.4,0.4076000000000001,0.3676,20.2,24.4,0.8346,0.7846,47.2,44.8,18.4,17.8,15,12.6
22301218,2023-12-08,1610612755,1610612737,true,false,125,114,114,125,24,20,8,4,6,3,87,104,0.483,0.394,30,39,0.367,0.333,37,21,0.811,0.905,48,55,14,23,11,14,110,109,0.4,0.4,125.4,120.4,118.2,123.2,24,22.4,4.2,3,7.6,10.4,93,97.6,0.4772,0.4444,33.2,41,0.37120000000000003,0.3916,27.4,22.6,0.8617999999999999,0.7746,45,42.6,19.4,17.4,11.6,11.6
22301223,2023-12-08,1610612759,1610612741,false,true,112,121,121,112,35,27,9,2,4,9,83,102,0.47,0.461,42,28,0.405,0.464,20,24,0.85,0.583,44,56,20,19,13,8,102,101,0,0,112.8,105,123.8,119.4,28.4,22.4,6.4,4,5.6,7,89,88.6,0.4516,0.4386,38.6,34.6,0.35660000000000003,0.3718,21.8,19.4,0.8492000000000001,0.7732,44.4,39.8,22.4,20.4,16.2,10.4
22301221,2023-12-08,1610612763,1610612750,false,true,103,127,127,103,24,30,4,8,7,4,86,88,0.43,0.5,35,38,0.429,0.395,19,26,0.737,0.923,28,54,23,17,10,13,108,109,0.2,0.8,102.4,116.4,109.8,113.6,24.6,25.4,5.2,5,6.2,6.6,90.2,83.6,0.43740000000000007,0.49640000000000006,40.2,31.4,0.3316,0.3624,13.6,25.8,0.7445999999999999,0.8501999999999998,40,39.6,19.8,19.2,13.6,13.4
22301217,2023-12-08,1610612753,1610612765,true,false,123,91,91,123,26,17,4,2,5,3,89,81,0.551,0.42,26,30,0.385,0.2,19,24,0.789,0.708,45,38,20,17,10,16,99,100,1,0,127.2,109.2,115.4,124.6,30.4,23,5.4,5.8,7,5,85.2,86.6,0.5426,0.46799999999999997,28.4,29.2,0.425,0.353,28.4,23.4,0.8006,0.7796000000000001,44.2,45.2,24,20.8,15.8,16.8
22301224,2023-12-08,1610612743,1610612745,false,true,106,114,114,106,22,21,5,3,4,3,90,82,0.422,0.427,28,39,0.357,0.333,27,42,0.741,0.738,47,47,24,20,10,10,109,98,1,0,123.8,111.2,114.6,117.6,32.4,29.4,3.2,4.8,5.8,4.6,88.8,87.8,0.5168,0.47919999999999996,33.6,35.8,0.38360000000000005,0.34320000000000006,25.6,19,0.7465999999999999,0.7794000000000001,42.4,42.2,19.6,23.8,10.8,12.8
22301216,2023-12-08,1610612766,1610612761,true,false,119,116,116,119,30,32,4,2,7,7,79,93,0.557,0.505,25,32,0.52,0.188,20,21,0.9,0.762,31,42,15,21,16,14,100,101,0.4,0.2,112.4,107.6,121.4,118.8,26.4,24.8,4.4,3.2,6.2,8.2,91.8,89.2,0.4588,0.44539999999999996,32.4,32,0.39239999999999997,0.35760000000000003,18.4,23.2,0.852,0.7605999999999999,44.2,43.4,18.2,16.2,11.8,14.2
22301226,2023-12-08,1610612757,1610612742,false,true,112,125,125,112,20,26,1,5,9,8,105,91,0.371,0.516,53,39,0.34,0.308,18,22,0.889,0.864,48,42,24,23,15,15,94,108,0.2,0.4,100.4,111.4,113.4,117.6,23.2,24.4,3.6,3.6,10,4.4,90.4,94.4,0.4156000000000001,0.4418,38.6,43.8,0.32480000000000003,0.32700000000000007,17,19,0.7462,0.7182,38.6,45,19,18,16,11
22301225,2023-12-08,1610612762,1610612746,false,true,103,117,117,103,23,23,10,9,10,8,84,88,0.452,0.489,31,34,0.29,0.441,24,21,0.75,0.762,40,40,17,18,16,14,101,98,0.6,0.6,120.4,117.2,119.2,109.8,27,26.8,7.2,2.6,6.6,9.6,93.8,90.8,0.45380000000000004,0.4686,41.4,30.6,0.3358,0.39540000000000003,26.4,24.8,0.8177999999999999,0.8074,49.8,44.6,21.4,19.6,15.8,9.4
22301222,2023-12-08,1610612760,1610612744,true,false,138,136,136,138,15,29,7,2,17,3,98,104,0.52,0.471,29,48,0.172,0.396,36,23,0.861,0.826,39,60,22,28,11,29,101,115,0.8,0.2,124.6,115,109.2,115.4,27.8,26.4,7,3.4,9,6.8,88.4,88.4,0.4986,0.4612,36.2,38.4,0.3796,0.346,27.2,26,0.8442000000000001,0.7689999999999999,42.4,46,22.4,22.8,11.4,14.2
22301220,2023-12-08,1610612748,1610612739,false,true,99,111,111,99,23,21,5,2,5,13,86,87,0.43,0.46,42,38,0.357,0.368,15,26,0.667,0.654,37,51,23,17,18,13,122,102,0.6,0.8,125,115.8,125.8,111.4,28,25.6,2.8,3.6,5.8,8.2,87.6,87,0.5186000000000001,0.4936,29.6,30,0.4162,0.3634,26,24.8,0.8437999999999999,0.7719999999999999,37.4,46,21.2,19.4,11.8,13.4
22301228,2023-12-08,1610612756,1610612758,false,true,106,114,114,106,26,25,5,0,8,7,83,92,0.482,0.457,32,39,0.344,0.359,23,20,0.652,0.8,40,50,19,22,11,13,111,103,0.8,0.6,120.6,117.4,113,118,25,27.8,6.8,3,6.4,6.6,80.8,87.6,0.5022,0.47800000000000004,25.8,41.2,0.4064,0.38499999999999995,32.8,23,0.8959999999999999,0.7736,40,42,19.8,21.4,13.6,13.8
62300001,2023-12-09,1610612747,1610612754,true,false,123,109,109,123,25,27,10,7,5,10,88,95,0.534,0.368,13,41,0.154,0.244,35,33,0.771,0.879,55,32,25,33,20,9,116,97,0.8,0.8,115.6,138.6,98.4,133.6,28,32.4,4,7.4,7,7.6,89.4,94.4,0.4806,0.5561999999999999,30,38,0.368,0.36160000000000003,25.4,27.6,0.7499999999999999,0.7486,51,37.4,16.8,25.8,13,11
22300302,2023-12-11,1610612760,1610612762,true,false,134,120,120,134,35,32,7,9,9,9,96,92,0.521,0.478,38,38,0.474,0.316,17,21,0.941,0.952,39,41,17,21,12,17,102,104,0.8,0,126.6,96.4,112.4,121,26.2,24,6.8,4.2,10.4,6.6,90.8,88.2,0.5002000000000001,0.403,36.4,36.2,0.3282,0.33419999999999994,28.4,17.2,0.8298,0.7806000000000001,42,43.8,21.4,17.6,10.8,19.2
22300300,2023-12-11,1610612749,1610612741,true,false,133,129,129,133,34,25,4,4,5,3,86,114,0.512,0.412,37,34,0.405,0.441,37,25,0.811,0.8,48,51,21,27,11,6,111,102,0.8,0.2,127.2,107.4,120.2,118.2,26.2,23,7.6,3,7.8,7,91.4,89,0.5126000000000001,0.4548,35.4,31.8,0.4032,0.398,25.4,20,0.7544000000000001,0.7088000000000001,45.8,41.6,20.2,19.2,13.2,10.4
22300298,2023-12-11,1610612745,1610612759,true,false,93,82,82,93,20,20,2,5,7,9,93,87,0.344,0.356,39,41,0.308,0.122,20,22,0.85,0.682,60,51,18,14,16,17,99,100,1,0,107.4,103.8,96.6,119.2,23,27.4,5.8,4.8,7.4,7.8,86.4,94,0.4478,0.4246,34.4,37.8,0.3588,0.313,22.8,15.8,0.7956000000000001,0.7674,47.6,42.4,19.4,18.2,12,18.4
22300304,2023-12-11,1610612746,1610612757,true,false,132,127,127,132,33,25,9,4,7,5,89,90,0.551,0.478,34,40,0.382,0.475,22,26,0.955,0.846,35,36,20,21,9,12,106,103,0.6,0.4,108.2,107.6,106.2,108.2,24.4,21.8,7.6,4,6.2,10,88.4,88.6,0.45,0.43899999999999995,30.4,34.2,0.32999999999999996,0.39580000000000004,24.2,21,0.766,0.8390000000000001,47.2,39.6,19.6,22.8,11.8,16
22300296,2023-12-11,1610612737,1610612743,false,true,122,129,129,122,25,29,2,8,9,9,96,88,0.458,0.534,44,29,0.386,0.414,18,29,0.944,0.793,35,49,21,19,10,16,104,119,0.2,0.4,128.4,107.4,131.6,110.8,25.8,29.4,5.2,5.2,8.4,8,93.8,94.2,0.49660000000000004,0.4598000000000001,35.8,28,0.38899999999999996,0.338,26.2,18,0.853,0.6744,43,44.4,20.8,18.2,14,11.4
22300293,2023-12-11,1610612765,1610612754,false,true,123,131,131,123,26,33,4,5,11,8,81,92,0.556,0.565,29,31,0.345,0.419,30,19,0.767,0.737,30,43,18,20,15,18,99,98,0,0.6,104,134,118.4,133,26.4,31.4,5.6,7.8,8,8.2,90.8,94.8,0.43979999999999997,0.5266,32,38.8,0.30840000000000006,0.3402,18.2,27.6,0.8232000000000002,0.785,44.4,35.6,22.8,26.8,16.4,10.6
22300294,2023-12-11,1610612753,1610612739,true,false,104,94,94,104,22,15,8,3,7,10,84,85,0.464,0.353,26,40,0.269,0.225,25,33,0.76,0.758,43,48,22,23,14,14,100,103,1,0.8,127,114.4,109.8,109.2,30.2,25.2,4.8,3.4,6.2,8.2,86.8,87.2,0.5442,0.49960000000000004,27.8,31.6,0.433,0.36360000000000003,26.2,21.4,0.785,0.7494,45,47.2,23.8,18,15.4,13.8
22300292,2023-12-11,1610612766,1610612748,false,true,114,116,116,114,31,31,2,3,3,7,84,77,0.476,0.481,41,35,0.415,0.429,22,34,0.773,0.794,31,43,22,22,11,11,101,124,0.6,0.6,116.4,110.8,118.6,102.2,28.8,27.6,4.8,3,6.6,8,89.4,87,0.4888,0.46240000000000003,32.2,35.8,0.4502,0.40380000000000005,18,18.8,0.8592000000000001,0.8446,41.8,42.6,18.4,18.6,12.6,11.6
22300295,2023-12-11,1610612755,1610612764,true,false,146,101,101,146,37,21,6,2,14,5,95,85,0.547,0.424,46,31,0.435,0.29,25,31,0.88,0.645,47,44,27,19,14,22,111,103,0.4,0.2,123,119.2,115.8,126.2,23.2,26,4.4,5,7.8,7.4,89.4,91.2,0.47280000000000005,0.47619999999999996,32.6,31.2,0.3598,0.355,30.8,27.2,0.8540000000000001,0.7868,43.8,40.4,19.2,22.2,11.4,13
22300301,2023-12-11,1610612740,1610612750,true,false,121,107,107,121,27,26,7,3,7,5,82,91,0.488,0.44,27,36,0.37,0.361,40,19,0.775,0.737,47,47,20,28,14,14,105,110,0.8,0.8,122.2,121,109.2,114,29.4,26.6,4.6,5.6,9.2,5.6,85.6,85,0.5115999999999999,0.5076,29.6,32.2,0.3464,0.359,28.8,26.8,0.85,0.8634000000000001,45,42,22,18.8,14.4,12
22300303,2023-12-11,1610612758,1610612751,true,false,131,118,118,131,38,24,3,6,4,4,94,88,0.511,0.477,45,29,0.556,0.483,14,21,0.714,0.952,43,41,24,13,13,13,102,101,0.6,0.4,122.6,118,123.6,122,28.2,27.8,3.8,4.4,5.4,4.8,88.8,94.6,0.48760000000000003,0.46399999999999997,40.4,36,0.3892,0.40599999999999997,28,19.6,0.7374,0.7615999999999999,43,45.8,18.8,20,11.8,13.2
22300299,2023-12-11,1610612763,1610612742,false,true,113,120,120,113,26,27,5,9,9,8,89,86,0.461,0.5,44,40,0.409,0.425,16,19,0.813,0.895,38,43,19,17,18,17,109,109,0.2,0.6,98.8,114.4,109.8,113.8,24.8,24.6,5,4,6.6,5.2,87.2,94.6,0.4324,0.4606,37.6,43.2,0.3382,0.322,14.8,18.2,0.7382,0.7372,38.2,44.4,19.8,19.4,13.4,10
22300297,2023-12-11,1610612752,1610612761,true,false,136,130,130,136,36,32,3,0,5,12,86,96,0.605,0.49,29,39,0.586,0.359,23,30,0.652,0.733,42,38,22,21,15,10,106,102,0.8,0.2,115,112,104.8,119.2,22,26.2,4.2,3.4,8,8,86,89.6,0.4812,0.4694,34.6,31,0.3922,0.3412,25.6,24.2,0.7333999999999999,0.738,43.8,44.4,16,17.6,12.4,15.2
22300308,2023-12-12,1610612756,1610612744,true,false,119,116,116,119,27,26,7,1,8,9,84,92,0.452,0.446,39,46,0.359,0.348,34,27,0.853,0.667,41,51,22,28,15,15,112,116,0.6,0,115.2,118.2,112.8,121.2,24,27,7,3,7.8,5.8,80.4,89.8,0.47859999999999997,0.4606,26,39.8,0.3656,0.36660000000000004,34.4,26.4,0.8398,0.7818,41.6,49.2,19.4,25.6,14,17.8
