gameid,gamedate,home_teamid,away_teamid,home_win,away_win,home_points,away_points,home_opponentscore,away_opponentscore,home_assists,away_assists,home_blocks,away_blocks,home_steals,away_steals,home_fieldgoalsattempted,away_fieldgoalsattempted,home_fieldgoalspercentage,away_fieldgoalspercentage,home_threepointersattempted,away_threepointersattempted,home_threepointerspercentage,away_threepointerspercentage,home_freethrowsattempted,away_freethrowsattempted,home_freethrowspercentage,away_freethrowspercentage,home_reboundstotal,away_reboundstotal,home_foulspersonal,away_foulspersonal,home_turnovers,away_turnovers,home_game_number,away_game_number,home_win_avg_prev5,away_win_avg_prev5,home_points_avg_prev5,away_points_avg_prev5,home_opponent_points_avg_prev5,away_opponent_points_avg_prev5,home_assists_avg_prev5,away_assists_avg_prev5,home_blocks_avg_prev5,away_blocks_avg_prev5,home_steals_avg_prev5,away_steals_avg_prev5,home_fieldgoalsattempted_avg_prev5,away_fieldgoalsattempted_avg_prev5,home_fieldgoalspercentage_avg_prev5,away_fieldgoalspercentage_avg_prev5,home_threepointersattempted_avg_prev5,away_threepointersattempted_avg_prev5,home_threepointerspercentage_avg_prev5,away_threepointerspercentage_avg_prev5,home_freethrowsattempted_avg_prev5,away_freethrowsattempted_avg_prev5,home_freethrowspercentage_avg_prev5,away_freethrowspercentage_avg_prev5,home_reboundstotal_avg_prev5,away_reboundstotal_avg_prev5,home_foulspersonal_avg_prev5,away_foulspersonal_avg_prev5,home_turnovers_avg_prev5,away_turnovers_avg_prev5
22100773,2022-02-02,1610612754,1610612753,false,true,118,119,119,118,25,29,1,3,7,5,98,95,0.449,0.442,32,35,0.438,0.314,23,26,0.696,0.923,46,52,19,21,8,12,29,32,0.4,0.2,113.4,107.8,123.6,115.6,28.2,27.6,5.4,4.2,7.2,6.6,88.2,89.2,0.48100000000000004,0.4702,34.2,36,0.35120000000000007,0.3578,23.2,14.8,0.7163999999999999,0.7604,41.6,41.6,21.6,19.4,13.2,13.2
22100775,2022-02-02,1610612738,1610612766,true,false,113,107,107,113,31,18,5,4,9,12,82,87,0.512,0.425,36,40,0.389,0.3,17,27,0.882,0.778,42,46,21,20,19,16,30,32,0.6,0.8,112.2,117.6,95.8,107.6,26,28.2,5.2,3.6,7.2,7.4,87.8,87.2,0.4756,0.4986,40.4,37.6,0.3478,0.38380000000000003,18,21,0.8126,0.7524,47.6,40.2,17.8,20.2,12.2,12.2
22100783,2022-02-03,1610612737,1610612756,true,false,124,115,115,124,25,30,1,2,6,11,84,88,0.524,0.523,40,32,0.5,0.281,22,18,0.727,0.778,41,39,21,20,15,11,29,26,0.8,1,113.6,116.4,106.2,101.4,26.6,24.4,3.8,5.2,7,8,82.4,87.6,0.5186,0.49959999999999993,32.6,28.2,0.3684,0.3384,21.8,25,0.7658,0.7866,43.6,46.2,19.4,20.6,13.2,10.2
22100521,2022-02-03,1610612759,1610612748,false,true,95,112,112,95,21,27,5,3,9,13,80,83,0.375,0.506,33,30,0.242,0.4,38,18,0.711,0.889,43,42,19,27,17,14,31,32,0.2,0.4,114.4,108.8,119.2,106.6,30.4,28.4,5.4,1.8,5.2,7.6,91.2,85.6,0.4796,0.4676,33.2,40.6,0.3538,0.37679999999999997,20,15.2,0.7686000000000001,0.8586,41.8,42.4,16.4,21.4,9.8,16.4
22100786,2022-02-03,1610612746,1610612747,true,false,111,110,110,111,29,19,6,6,5,6,89,88,0.517,0.466,30,29,0.433,0.379,11,25,0.545,0.68,43,44,22,13,10,11,31,28,0.6,0.2,108.8,107,111.2,112,23.4,22,4.8,4.8,8.6,7.6,86.4,86.8,0.4676,0.45899999999999996,33.4,36.4,0.363,0.3204,19.2,20.8,0.8366,0.8081999999999999,39,39,18.2,20.4,13.8,13.4
22100782,2022-02-03,1610612765,1610612750,false,true,117,128,128,117,27,29,6,3,3,11,91,87,0.44,0.506,46,34,0.326,0.441,28,28,0.786,0.893,45,42,24,18,16,14,27,30,0.4,0.4,106.4,116.4,109.6,121.8,23.8,21,4,5.8,8.2,9,87,89,0.46099999999999997,0.44699999999999995,29.2,42.6,0.3248,0.31980000000000003,22,30.4,0.7828,0.7644,38.8,42.2,23.2,21.8,11.2,11.8
22100430,2022-02-03,1610612761,1610612741,true,false,127,120,120,127,30,30,5,7,10,8,113,90,0.425,0.478,36,29,0.389,0.414,19,24,0.895,0.917,58,51,17,19,12,17,29,27,0.6,0.2,108,104.8,106.6,113.6,21.6,21.6,4.8,5.2,9.8,5.8,87,86,0.4462,0.4436,37,31.8,0.37879999999999997,0.2986,23.4,23.2,0.7352,0.8150000000000001,44.2,44.8,20.8,19.4,15.4,15
22100785,2022-02-03,1610612744,1610612758,true,false,126,114,114,126,27,29,3,3,11,13,84,80,0.56,0.525,42,31,0.476,0.355,16,23,0.75,0.826,40,25,19,16,16,16,32,27,1,0,112.6,100.6,101.6,120.2,26,23,5.4,4,7.2,6.4,87.2,90.6,0.47859999999999997,0.42380000000000007,39.2,36.6,0.38639999999999997,0.30379999999999996,17.8,18.4,0.8218,0.6890000000000001,48.2,42.8,20,19.6,14.8,13.4
22100787,2022-02-04,1610612766,1610612739,false,true,101,102,102,101,27,26,2,0,9,7,92,90,0.413,0.4,43,35,0.326,0.4,12,20,0.917,0.8,52,51,22,17,14,12,25,31,0.4,0.4,105.6,106.8,111.2,111.6,26.8,25.4,4.6,4.2,7,6.4,92.8,84.2,0.42060000000000003,0.4878,39.4,27.4,0.257,0.34099999999999997,24.6,24.6,0.719,0.6362,50.8,42,20.2,17.6,13.2,13
22100788,2022-02-04,1610612765,1610612738,false,true,93,102,102,93,18,23,4,9,5,4,104,82,0.327,0.451,26,28,0.385,0.321,20,25,0.75,0.76,56,55,24,17,11,14,28,28,0.2,0.6,109.2,106.6,117.8,100.6,24.8,23,4,5.4,7.4,5.2,89,82.6,0.45520000000000005,0.4622,33,37,0.33080000000000004,0.3702,23,20.4,0.7748,0.798,39.2,46.6,23,20.6,12.8,15.8
22100793,2022-02-04,1610612762,1610612751,true,false,125,102,102,125,33,25,5,2,7,10,85,99,0.565,0.414,38,34,0.447,0.353,14,11,0.857,0.727,50,42,16,12,18,10,29,29,0.4,0.2,103.6,112,107.4,116.2,20,23.8,4.4,5.8,6.2,5.6,83.6,91.6,0.4492,0.47300000000000003,35,31.2,0.3134,0.37360000000000004,22,16.6,0.7702,0.8486,40.2,45.2,18.6,20.8,10.2,12.6
22100790,2022-02-04,1610612761,1610612737,true,false,125,114,114,125,29,27,4,4,7,12,81,93,0.568,0.462,27,29,0.63,0.31,18,21,0.889,0.905,45,40,18,16,17,9,30,27,0.6,0.4,112.4,110,110.4,111.4,24,23.8,5.2,3.8,10.2,7,92.6,85.4,0.44639999999999996,0.4572,37.4,33.8,0.3742,0.3406,23.2,26,0.7242,0.7792,46.6,44,20.2,19,15.2,12.8
22100792,2022-02-04,1610612759,1610612745,true,false,131,106,106,131,33,15,5,6,14,9,89,83,0.573,0.434,28,33,0.464,0.333,20,29,0.8,0.793,44,35,25,20,13,19,32,30,0.2,0.6,113,115.8,118.2,115.6,29.8,23.8,5,4,6.4,6.4,88.2,88.8,0.47680000000000006,0.4756,34,39.8,0.347,0.3842,22.8,21.8,0.7442,0.7779999999999999,40.6,45.6,17.6,19.2,12,15
22100789,2022-02-04,1610612754,1610612741,false,true,115,122,122,115,25,30,3,6,3,5,95,90,0.495,0.544,27,26,0.444,0.231,9,23,1,0.783,37,43,19,17,13,9,30,28,0.2,0.2,112,107.6,124.8,115.2,27.2,22.8,4.2,5.2,6.8,5.4,91.8,85.6,0.4608,0.45220000000000005,34.8,31.4,0.3422,0.2976,21.4,25,0.7117999999999999,0.825,43.2,46.4,21.2,20.2,12.8,14.8
22100791,2022-02-04,1610612742,1610612755,true,false,107,98,98,107,22,23,0,5,8,5,85,70,0.459,0.514,34,27,0.294,0.333,23,23,0.826,0.739,40,36,18,22,11,14,29,29,0.6,0.8,110.6,109.8,104.6,104.2,24.6,22.8,6,4.4,7.2,8.2,85.8,87.2,0.4816,0.4708,35.4,27.4,0.33340000000000003,0.36560000000000004,20.6,22.2,0.7856,0.8109999999999999,44.4,44.2,21,20.8,14.8,13.8
22100794,2022-02-04,1610612743,1610612740,false,true,105,113,113,105,22,27,4,5,9,8,78,75,0.449,0.56,41,25,0.463,0.32,17,23,0.941,0.913,31,38,20,18,15,15,24,31,0.6,0.4,120,100.4,116.4,101.2,32.4,25.2,2.8,5.2,7.4,7.8,92,84,0.4878,0.4444,37.6,27.6,0.3844,0.3176,19.2,23,0.8442000000000001,0.7470000000000001,41,42.4,20.2,20.2,10.6,12.4
22100795,2022-02-04,1610612757,1610612760,false,true,93,96,96,93,18,24,4,6,7,5,101,87,0.396,0.379,33,42,0.182,0.357,10,21,0.7,0.714,53,52,18,18,12,15,30,27,0.4,0.2,107.4,100.6,110.2,110.2,24.8,20.2,4.4,3.4,6,8.2,88.4,90,0.4386,0.413,38.4,37.6,0.40700000000000003,0.3194,20.6,19,0.7138,0.759,46.8,46.2,20.8,20.4,13.4,15
22100798,2022-02-05,1610612764,1610612756,false,true,80,95,95,80,14,26,4,7,8,6,85,99,0.353,0.404,24,31,0.208,0.258,19,14,0.789,0.5,42,64,17,16,9,10,28,27,0.2,0.8,108.4,117,111.6,107.4,24.4,25.6,6,4.4,5.6,8.6,86.2,87.6,0.4568,0.5132000000000001,30.6,29,0.30920000000000003,0.316,26,24,0.7952,0.7595999999999999,46,43.8,18.2,21,13.8,9.4
22100801,2022-02-05,1610612758,1610612760,true,false,113,103,103,113,30,23,4,1,13,8,83,87,0.518,0.483,32,30,0.375,0.3,22,16,0.682,0.625,47,41,15,16,16,14,32,28,0.6,0.4,121.2,99.4,116.4,108,26.4,21,6.2,4.2,8.8,7.2,90.6,90.8,0.4934,0.40199999999999997,34.8,39,0.36219999999999997,0.328,25.8,18.4,0.7788,0.7434000000000001,43.6,48.2,19.8,19.4,12,15.4
22100799,2022-02-05,1610612747,1610612752,true,false,122,115,115,122,29,24,7,4,8,8,102,98,0.471,0.398,34,38,0.265,0.289,28,36,0.607,0.722,57,56,23,26,13,14,32,26,0.6,0.2,111.4,97.8,109,107,25.2,20.6,6,2.6,7.8,7,90.4,82.6,0.45359999999999995,0.43520000000000003,35,36.8,0.3654,0.3562,22.4,21.4,0.7364,0.5821999999999999,45.2,43.6,21.2,20,12.2,13.8
22100796,2022-02-05,1610612753,1610612763,false,true,115,135,135,115,27,33,2,5,2,6,90,105,0.433,0.505,48,39,0.354,0.333,29,22,0.69,0.727,38,62,20,21,9,8,26,30,0.6,0.6,110,114,106.6,112.4,27.4,22.2,5.6,6.6,7,11,82.4,95,0.4854,0.46020000000000005,32,28.2,0.35960000000000003,0.30419999999999997,23.2,27.2,0.818,0.683,39.2,48.2,21.4,20,15.6,13.8
22100800,2022-02-05,1610612757,1610612749,false,true,108,137,137,108,25,36,6,6,6,9,85,92,0.482,0.533,45,50,0.311,0.46,21,22,0.571,0.727,38,44,18,18,16,10,31,29,0.4,0.2,105.8,107.8,106.6,112.4,24,22,4.2,3.2,5.8,6.8,90.2,87.6,0.43739999999999996,0.4386,38,39,0.352,0.33680000000000004,18.8,21,0.7380000000000001,0.841,47.2,45.8,20.6,20.8,13.4,15.6
22100797,2022-02-05,1610612766,1610612748,false,true,86,104,104,86,23,27,5,6,4,14,86,91,0.384,0.418,36,32,0.278,0.344,16,18,0.625,0.944,50,49,19,17,20,12,26,33,0.4,0.4,104,106.6,108.4,105.6,26.6,27.2,4,2.2,7,8.4,91.8,84.6,0.4208,0.46880000000000005,39.6,37.8,0.265,0.35679999999999995,22.8,15.8,0.7404,0.8630000000000001,52.4,41,20.6,23.2,12.6,16
22100805,2022-02-06,1610612739,1610612754,true,false,98,85,85,98,25,17,5,2,9,5,84,83,0.405,0.373,32,31,0.344,0.258,28,17,0.679,0.882,50,47,22,26,11,19,28,29,1,0.4,102.2,111,95.2,117.8,26,23.6,4.4,5.6,7.2,6,81.8,90.4,0.4624,0.43620000000000003,33.6,36.4,0.3338,0.35860000000000003,21.4,27.6,0.74,0.6894,44.6,48,18,22,16.4,17
22100808,2022-02-06,1610612745,1610612740,false,true,107,120,120,107,28,29,7,4,5,12,84,77,0.476,0.532,45,29,0.356,0.414,16,36,0.688,0.722,33,33,23,23,18,13,27,32,0.2,0.6,105.6,104.6,119.2,101.4,22.8,26,3.8,5.4,7.4,7.4,83.4,81.6,0.43740000000000007,0.4736000000000001,40,26.6,0.3082,0.3216,29,24,0.7016,0.8074,39.2,41.8,17.4,20.8,17.2,13
22100809,2022-02-06,1610612746,1610612749,false,true,113,137,137,113,26,28,2,4,6,6,96,88,0.417,0.545,46,38,0.391,0.5,16,27,0.938,0.815,44,50,20,15,10,10,32,30,0.8,0.2,110.2,111,108.8,112.2,24.8,25,5.4,3.8,7.2,7.4,88.6,86.8,0.471,0.45360000000000006,33,40,0.3808,0.3576,18,21.2,0.7692,0.8244000000000001,41.4,45.6,20.6,20.4,11.6,15.4
22100806,2022-02-06,1610612753,1610612738,false,true,83,116,116,83,17,29,5,6,8,9,81,99,0.358,0.455,26,46,0.192,0.283,21,14,0.952,0.929,40,55,16,17,19,16,27,29,0.6,0.6,112,103.2,110.4,99.2,28.2,23,4.2,6.2,6.2,4.8,84.2,83.4,0.48319999999999996,0.44980000000000003,33.6,35,0.37540000000000007,0.3396,23.2,20.4,0.8041999999999998,0.782,39.8,50.2,21.2,19.6,13.8,16
22100807,2022-02-06,1610612742,1610612737,true,false,103,94,94,103,25,21,5,4,8,7,88,95,0.432,0.389,36,25,0.444,0.2,13,16,0.846,0.938,48,50,25,18,16,12,30,28,0.6,0.2,111.6,111.2,104.6,116,24.4,25.2,6,3.6,7.8,7.8,87.6,86.8,0.476,0.4590000000000001,35.6,33.6,0.3376,0.3492,21.2,24.2,0.7607999999999999,0.8135999999999999,43.4,42.4,20.6,19.4,13.4,12.6
22100802,2022-02-06,1610612741,1610612755,false,true,108,119,119,108,21,29,4,5,3,5,81,84,0.481,0.536,26,24,0.269,0.5,26,21,0.885,0.81,38,38,19,17,8,11,29,30,0.8,0.6,116,106.2,115.6,104.4,28.8,22.2,3.8,4.6,5.6,7.6,87.4,84.2,0.5174000000000001,0.47240000000000004,29.6,27.2,0.352,0.3464,19.8,22,0.7752000000000001,0.8088000000000001,42.2,43,18,22,11.2,13.2
22100804,2022-02-06,1610612743,1610612751,true,false,124,104,104,124,37,24,2,9,7,8,94,87,0.521,0.414,32,41,0.313,0.39,21,22,0.762,0.727,55,36,20,19,11,10,25,30,0.4,0,114.4,109,119.8,120.8,29.8,24,3.2,5.2,7.4,7,89.4,91.4,0.4744,0.4598,37.8,33,0.362,0.37220000000000003,19.2,16.4,0.8442000000000001,0.7939999999999999,37,43,20.8,19.8,12.4,13
22100803,2022-02-06,1610612750,1610612765,true,false,118,105,105,118,27,28,7,9,6,6,91,95,0.462,0.421,36,32,0.472,0.375,21,19,0.81,0.684,51,47,19,22,10,11,27,29,1,0.2,121.8,106.8,107,116,29.4,23.6,6.8,5.8,9.8,5.4,91,85,0.49260000000000004,0.4446,39,32,0.3848,0.3624,22.8,25.2,0.7564,0.7902000000000001,46.2,41.2,18,25.2,13.4,13.6
22100812,2022-02-07,1610612741,1610612756,false,true,124,127,127,124,18,31,2,5,7,5,90,90,0.478,0.544,26,32,0.385,0.375,31,19,0.903,0.895,40,44,18,23,9,11,30,28,0.8,0.8,118.4,109,111.8,101.8,27.8,24.8,3.6,4.4,5.4,9,86.2,90,0.5286000000000001,0.4768,27.2,29.8,0.3532,0.2862,21.4,20.8,0.8188000000000001,0.713,42.6,46.4,18,19,10,8.4
22100813,2022-02-07,1610612760,1610612744,false,true,98,110,110,98,21,30,2,3,8,12,90,82,0.411,0.5,36,43,0.306,0.349,17,17,0.765,0.765,50,40,14,19,18,15,29,27,0.2,0.6,103,116.4,102.2,112.2,23.2,26.4,5.2,4.2,8,9.4,88.8,89.4,0.42779999999999996,0.4574,38.8,43.6,0.31639999999999996,0.391,18.4,22.2,0.8042,0.8116,45.8,46,17.8,18,12.6,13.6
22100814,2022-02-07,1610612762,1610612752,true,false,113,104,104,113,19,18,6,3,6,8,93,95,0.419,0.379,48,33,0.25,0.242,27,35,0.852,0.686,49,56,26,23,12,16,30,27,0.6,0.2,110.4,105.8,105.6,111.6,24.4,22.8,5,2.6,6.2,7,83.6,86.4,0.4821999999999999,0.44139999999999996,33.2,38.2,0.33480000000000004,0.343,22.6,25.6,0.8144,0.6466000000000001,43.8,46.8,18.6,22.2,12.4,13.8
22100811,2022-02-07,1610612764,1610612748,false,true,100,121,121,100,25,29,0,1,10,9,80,76,0.45,0.566,31,32,0.226,0.563,23,21,0.913,0.81,33,37,18,23,17,19,29,34,0,0.4,101,104.4,111,104.6,22.2,27,5.6,2.6,5.8,9.8,85.8,84.8,0.43079999999999996,0.4568,29.4,35.2,0.2908,0.35439999999999994,23.4,16.6,0.8029999999999999,0.866,44.6,40,18,22.6,13.2,15.4
22100810,2022-02-07,1610612766,1610612761,false,true,101,116,116,101,28,21,4,5,11,9,95,84,0.411,0.488,40,35,0.225,0.429,16,29,0.875,0.655,38,51,19,20,13,18,27,27,0.2,0.6,97,108.4,109.6,107.6,24.4,21.2,4,5.4,6.2,10.2,89.2,91.2,0.40659999999999996,0.4398000000000001,37,34.8,0.2512,0.372,22,21,0.7253999999999999,0.743,50,42.8,20.8,18,14.2,11.4
22100821,2022-02-08,1610612743,1610612752,true,false,132,115,115,132,31,25,1,3,5,9,85,101,0.541,0.446,39,43,0.41,0.349,31,12,0.774,0.833,52,41,18,25,13,9,26,28,0.6,0,118.8,103.2,115.6,112.6,30.8,21.6,3.2,3.2,7.8,8.2,89.2,88.8,0.4902,0.41600000000000004,35.6,38.6,0.3734,0.3076,21.8,27.4,0.8215999999999999,0.63,40.2,49.2,20.4,22.8,12.8,14.8
22100823,2022-02-08,1610612757,1610612753,false,true,95,113,113,95,21,34,5,7,9,8,91,90,0.352,0.489,38,38,0.289,0.5,26,8,0.769,0.75,50,50,12,18,13,15,32,33,0.2,0.4,106.8,110.4,116.4,116.8,23.8,27.2,4.4,3.6,5.8,6.4,89.6,88.4,0.4497999999999999,0.4758,39,36,0.3292,0.3578,20,16.8,0.6921999999999999,0.7824,45.2,42.2,19.6,20.4,13.2,13.8
22100817,2022-02-08,1610612751,1610612738,false,true,91,126,126,91,22,32,4,8,6,6,99,91,0.384,0.549,36,40,0.278,0.35,13,16,0.385,0.75,40,52,18,14,14,14,28,30,0.4,0.8,112.8,106.6,116.8,93.6,23.6,24.8,5.8,6.6,6.2,5.8,91.2,87.6,0.471,0.446,28.6,38,0.3244,0.3252,21.8,19.6,0.833,0.8122000000000001,48.2,52.4,19,18.8,16.2,15.2
22100820,2022-02-08,1610612742,1610612765,true,false,116,86,86,116,24,20,5,2,10,5,79,87,0.506,0.379,36,30,0.5,0.167,23,22,0.783,0.682,47,45,18,24,13,15,31,30,0.8,0.2,112,110.6,101.6,119.2,25.6,25.6,6.4,6.6,9.2,5.8,88.2,87,0.47539999999999993,0.4582,35.4,31.6,0.367,0.38439999999999996,19.8,24.2,0.77,0.7854000000000001,43,40.6,21.2,25,12.8,12.6
22100819,2022-02-08,1610612740,1610612745,true,false,110,97,97,110,27,19,10,3,10,8,80,86,0.525,0.372,32,42,0.25,0.31,20,31,0.9,0.645,43,47,29,23,19,21,26,31,0.6,0.4,112,111.4,110,117,24.8,22.2,2.6,3.8,8.6,7.2,86.6,89,0.458,0.45260000000000006,33.6,39.2,0.2882,0.362,28,21.2,0.8305999999999999,0.799,44.6,43,19.8,18.4,13.4,16
22100818,2022-02-08,1610612763,1610612746,true,false,135,109,109,135,26,25,6,7,12,8,103,89,0.515,0.449,26,31,0.346,0.355,25,24,0.8,0.75,55,40,18,17,13,17,32,28,0.8,0.6,110.8,114.4,106,110,24.2,23.6,7.4,4,9.8,7,91,89.4,0.4742,0.4596,28.4,33,0.3372,0.3774,20.8,24.4,0.7576,0.8333999999999999,49.4,47,16.8,22,14.2,13.6
22100824,2022-02-08,1610612758,1610612750,false,true,114,134,134,114,29,34,3,4,4,10,83,104,0.494,0.481,25,44,0.36,0.5,26,17,0.885,0.706,38,49,20,24,19,14,33,31,0.6,0.4,118.8,119.6,113.8,123.2,26.8,22.6,5.6,5.2,9.8,9.2,89.4,90.2,0.4868,0.46180000000000004,35.2,41.2,0.3638,0.3446,26.4,28.4,0.7467999999999999,0.7904,44,43,18.8,20.4,12.6,12
22100822,2022-02-08,1610612747,1610612749,false,true,116,131,131,116,28,31,6,4,7,10,85,96,0.518,0.542,32,36,0.313,0.417,30,20,0.6,0.6,41,42,20,24,16,12,33,31,0.6,0.4,109,117.2,108.4,112,23.6,26.4,6.6,3.8,6.6,7.4,90.6,86.4,0.44880000000000003,0.4848,33.6,40.2,0.33540000000000003,0.3928,24.2,21.4,0.6788000000000001,0.8027999999999998,47.2,45,20.6,19.4,13.2,14.4
22100815,2022-02-08,1610612755,1610612756,false,true,109,114,114,109,24,27,4,5,7,7,89,95,0.461,0.453,32,26,0.313,0.231,18,24,0.944,0.917,44,48,22,15,15,8,28,29,0.8,0.8,110,110.2,104,105.2,26.6,25.2,6.4,4.4,6,8.2,85.4,89,0.4838,0.4824,30.8,29.8,0.3712,0.305,20.4,20.6,0.778,0.752,42.2,46.2,19.2,20,13.8,9.6
22100816,2022-02-08,1610612737,1610612754,true,false,133,112,112,133,36,22,7,4,8,10,90,93,0.578,0.398,33,31,0.515,0.323,16,33,0.75,0.848,43,43,26,16,16,13,30,30,0.8,0.2,116.4,103.8,107.6,114,26.4,22.4,3.8,5.4,7.6,4.6,85.6,88,0.5115999999999999,0.4244,34,35.6,0.3836,0.32439999999999997,21.4,24.2,0.7445999999999999,0.7245999999999999,44.6,47.8,20.2,22.6,12.6,17.2
22100829,2022-02-09,1610612757,1610612747,true,false,107,105,105,107,26,29,3,7,15,7,89,74,0.472,0.554,32,37,0.313,0.459,16,13,0.813,0.462,41,38,15,15,11,21,33,29,0,0.2,103,107.6,117.4,111.6,23.4,21.8,3.6,5.8,6,7.4,90.6,88.6,0.4272,0.461,39,34.2,0.30799999999999994,0.3412,20,19.8,0.6998,0.7842,45.8,40.2,18.6,19,12.8,12
22100828,2022-02-09,1610612762,1610612744,true,false,111,85,85,111,26,17,9,3,3,8,89,78,0.461,0.359,51,43,0.333,0.372,17,17,0.706,0.765,52,35,16,19,12,13,31,28,0.8,0.8,110.8,118.6,103.2,108.2,23,28.4,5.2,4.4,6,10,84.4,86.8,0.4716,0.488,35.2,42.6,0.3322,0.3942,24,20.8,0.8148000000000002,0.8230000000000001,43.8,44.2,20.6,18.8,13,13.6
22100830,2022-02-09,1610612758,1610612750,true,false,132,119,119,132,32,28,7,6,4,4,93,98,0.516,0.449,30,46,0.4,0.348,27,18,0.889,0.833,51,34,19,21,14,10,34,32,0.4,0.6,116.4,122,117.8,119.2,26,25.2,4.8,5.4,9,9.2,86.8,91.6,0.4856,0.47140000000000004,32.8,40.8,0.3656,0.3706,26.8,26,0.7822000000000001,0.7867999999999999,41,43.8,18.2,20.4,13.6,12.2
22100826,2022-02-09,1610612766,1610612741,false,true,109,121,121,109,26,27,1,5,7,4,93,82,0.43,0.561,43,33,0.302,0.485,23,19,0.696,0.684,43,40,16,17,9,14,28,29,0.2,0.4,99,114,110.2,119.4,25.4,24.6,3.6,5.6,7.2,5.6,90.8,86.6,0.41059999999999997,0.4880000000000001,37.8,29,0.274,0.30700000000000005,19.8,24.8,0.7596,0.8066000000000001,46.8,45.2,19.8,19.4,13.6,14.6
22100825,2022-02-09,1610612739,1610612759,true,false,105,92,92,105,18,24,2,4,8,8,82,99,0.476,0.384,21,33,0.429,0.242,24,11,0.75,0.727,51,46,12,17,15,13,29,28,1,0.2,99,111.8,90.8,114,25.8,27.8,4.8,5.8,7.6,7.8,82.4,99,0.4396,0.4556,33.6,32,0.3338,0.3416,22.8,13.4,0.6948000000000001,0.8140000000000001,46.6,43.6,19.6,19,15.4,12.2
22100827,2022-02-09,1610612760,1610612761,false,true,98,117,117,98,28,22,4,4,11,9,87,88,0.414,0.511,47,35,0.298,0.371,14,14,0.857,1,45,45,17,16,18,16,30,28,0.2,0.8,103.6,112,104.4,107.4,21.6,22,4.2,6.2,7.8,9.8,89.2,89.8,0.4236,0.46040000000000003,38.4,35.4,0.3302,0.40779999999999994,19.4,21.8,0.7906,0.7140000000000001,47.6,44.2,18,17.8,14.4,12.6
22100834,2022-02-10,1610612745,1610612761,false,true,120,139,139,120,25,25,4,3,5,12,82,97,0.524,0.546,38,39,0.421,0.385,30,22,0.6,0.818,41,37,20,28,21,12,28,29,0.2,0.8,108.8,113.6,121,106,24.8,22.4,3.8,6.2,6.8,9.6,84.8,89.4,0.45459999999999995,0.4692,40.6,36.4,0.31739999999999996,0.4086,26.8,21.2,0.7058,0.7492000000000001,38,45.2,19.8,18,16.6,14.2
22100831,2022-02-10,1610612765,1610612763,false,true,107,132,132,107,27,32,7,4,4,6,94,92,0.436,0.478,35,30,0.2,0.5,21,42,0.857,0.69,40,60,29,23,10,13,29,31,0.2,0.6,106.2,116.6,111.2,111.8,23.4,25,4.4,5.6,7.2,10,93.4,99.6,0.42800000000000005,0.45640000000000003,33.2,31,0.3358,0.2828,20.2,23.6,0.7896,0.7034,44,51,23.8,19.4,12.8,12.2
22100833,2022-02-10,1610612740,1610612748,false,true,97,112,112,97,19,25,6,4,8,12,85,81,0.424,0.481,41,32,0.268,0.313,16,28,0.875,0.857,39,43,23,19,17,14,27,35,0.6,0.6,108.4,107,104.4,102.6,23.6,26.8,4.4,2.6,9.4,10,87.4,83,0.4524,0.47359999999999997,33.4,33.6,0.2412,0.39199999999999996,24.6,18.4,0.8592000000000001,0.8446000000000001,45.6,40.8,20.4,22.8,13,16.2
22100835,2022-02-10,1610612742,1610612746,true,false,112,105,105,112,19,24,3,2,4,9,78,81,0.487,0.481,39,23,0.333,0.391,27,25,0.852,0.72,41,31,23,25,14,10,32,29,0.8,0.4,114.4,113,100.6,114,26,23,5,4.4,9.2,6.8,89.2,88.4,0.47940000000000005,0.4664,36.6,33.4,0.40700000000000003,0.3726,18.2,23,0.7782,0.8092,44,45.4,20.2,19.6,11.8,14.6
22100836,2022-02-10,1610612756,1610612749,true,false,131,107,107,131,35,18,2,4,10,6,90,88,0.567,0.455,30,38,0.3,0.263,29,25,0.69,0.68,43,39,22,22,8,14,30,32,1,0.6,119.6,123.6,111.4,114.6,31,27.6,4.8,4.2,7.8,8,90.4,88.8,0.505,0.5052,32.6,38.8,0.37059999999999993,0.41579999999999995,21.8,22.2,0.7306,0.7727999999999999,46.8,43.8,17.8,20.8,12.2,12.8
22100837,2022-02-10,1610612744,1610612752,false,true,114,116,116,114,27,24,5,3,4,3,91,90,0.462,0.433,45,36,0.333,0.389,17,33,0.882,0.727,38,51,24,18,8,15,33,29,1,0,116.8,107.6,103.8,120,26.4,22.4,4.2,3.6,8.6,7.8,87.8,92.2,0.4944,0.4218,41.6,39.6,0.41500000000000004,0.3142,16.6,25.6,0.8172,0.6918,48,48.4,20.2,24,14.2,14.2
22100832,2022-02-10,1610612764,1610612751,true,false,113,112,112,113,29,19,5,3,7,6,85,84,0.506,0.464,31,29,0.355,0.345,18,28,0.889,0.857,41,42,23,21,12,10,30,31,0,0,97.4,104.8,111.4,118.4,22.6,23.4,4,6.8,6.6,7.8,84.6,89.8,0.42540000000000006,0.44159999999999994,29.8,33.6,0.267,0.3712,21.6,17.8,0.8230000000000001,0.7527999999999999,43.2,40.6,17.8,17.8,14,11.2
